書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
國師大人請自重,西樹泡芙,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/762,"大婚當天，新婚丈夫帶著別人跑了，阿潯陰差陽錯和自家師父洞房了。
床榻前，她戰戰兢兢低頭認錯：「師父，我錯了……」
床榻上，男人衣衫不整，依舊清冷矜貴，「毀了為師的清白，一句錯了就夠了？」
阿潯咬唇：「那要殺要剮，任由師父處置！」
男人瞇起黑眸，冷笑：「那豈不是太便宜你了？」
阿潯急了：「那你到底想怎麼樣麼？」
男人長臂一伸，將她提到身邊。
「我想……將錯就錯！」"
王妃富甲天下,地府十三鬼,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/748,"她曾為救他，三尺寒冰上跪足三天三夜。
他曾為救她，大雨傾盆中獨闖血洗法場。
人人都說，他們是天下最恩愛的一對，其實不然。
一朝穿越，她落身青樓，成為他人之歡。
一場交易，她將生意做得風生水起，富甲天下。"
有個妖孽總在我眼前晃,白砂糖,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/738,"她有喜歡的男子，他不介意，使勁兒挖之；
她分不清自己究竟喜歡誰，他委屈地控訴，你親過我抱過我，定是要負責的；
她的桃花朵朵嬌豔，又粘膩又瘋狂，他手起刀落，來一個砍一個，來一雙滅兩個……"
謀情掠愛，毒妃重生不好惹,文越,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/716,"一場精心策劃的江面刺殺，太子南炫夜身受重傷被護國將軍放養的女兒夏甜陌意外救下，並對他一見傾心。
大將軍愛女如命，大手一揮直接向老皇帝請旨送，將愛女嫁給了當今太子南炫夜。
殊不知，黑夜正在想她伸出了大手！
滿天紅花，鳳冠霞帔，她如煙四夢，嫁給了自己愛慕的男人——
甜夢未醒，猝不及防，她在一夕之間被打入死牢，心愛的男人摟著別的女人在死牢裡將他父親的頭顱扔在她的面前。
父親被害，家族被毀，腹中的胎兒也被狠狠的做掉，男人面無表情，她血淚流乾。"
邪龍纏鳳，愛妃約不約,公子緋緋,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/706,"昔日傲視九天的七彩鳳凰，如今人人欺凌的廢材公主。莫炎傾從未想過會有重見天日的一天！
天生廢材，不具武脈？渣渣們睜大狗眼看清楚，待我武脈開啟日，便是王者歸來時。
馭萬獸，煉神器，將那些所謂的天才一一踩在腳下。
然而，當她把某條小賤龍踩在腳下時，賤龍卻一把抓住她的腳踝，「小姐姐，約嗎？」"
北方茵茵正茂時,小北啊??,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/686,"諸葛家有一個大小姐，在龍城那是出了名的壞，私生活混亂不堪，脾氣暴躁，人品極差，為了和同父異母的妹妹搶金家大少爺，她更是痛下殺手，可是，就是這樣的一個狠毒的女人，卻頻頻和龍城的龍家大少爺曖昧不清，龍總更是高調示愛這種心狠的「毒婦」！
龍禦北曾將諸葛茵茵逼迫在角落熱烈狂吻，瘋狂的問她有沒有愛過自己，哪怕一點，可卻得到了死一樣的寂寞和痛苦的回憶。
於諸葛茵茵來說，龍禦北是她最不該惹，最不該利用的人，曾經的木呆子，找她復仇，卻頻頻讓她感覺無法掙扎，越來越陷進他的「報復」裡。
而於龍禦北來說，諸葛茵茵是他的救贖，是他一見鍾情卻求而不得的人，是他心上那堅韌的野草，拔不掉，越拔越茂盛的念想……"
暴君寵妃無度,小鹿狂野,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/678,"大婚之夜，由於興奮過度，她和皇帝夫君雙雙暈掉，皇帝沒了，她成了小寡婦。
太皇太后讓她抓住新帝、她的小叔子，為活命，她成為棋子。
新帝三千后宮，卻偏偏強迫她，讓她背負紅顏禍水的罵名。
「說，誰才是你的男人？」他的手指輕勾起她的下巴。
「你們都是。」她笑了笑，雪白的小腳丫踢了踢他，語氣充滿了挑釁。
腳踝一涼，他居然給她上了一把鎖，將她鎖於龍榻之上。"
霸道總裁愛上我,月色靜好,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/663,"敲萌敲可愛的小蘿莉VS腹黑霸道的總裁大叔。
——————
大晚上站在陽台乘涼，被一條從天而降的胖次砸到臉，阮星辰將罪魁禍首拉進了警察局。
男人拿出支票，薄唇輕啟：「私了。」
「……」"
重生愛上九千歲,君驍,愛情,完結,2,吾里文化,BG愛情,,,,,https://mojoin.com/novels/645,"如有雷同純屬巧合

他是人人痛恨的九千歲，心狠手辣，兇殘狠毒，媚上欺下，禍亂超綱，聖上寵信他，妃嬪討好他，太子殿下誓要除掉他，群臣恨不得噬其骨啖其肉。 奸佞拉攏他 賢臣要殺他 百姓看不起他 他就是別人口中的亂臣賊子，人人得而誅之。 然而即使這樣他卻依舊得到了一份想都不敢想的情感，那抹冷香依舊不離不棄，隱隱約約，始終圍繞著他，像解藥卻又好像帶著毒，讓他瘋狂。"
攝政王，你家王妃又跑了,一隻莫噠啦,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/511,"京城中，從閨閣千金到買花姑娘無人不知，內閣第一謀臣風霽白風大人貌比潘安，芝蘭玉樹。
傳言傳到某位殿下耳中，他嘴角勾起一抹笑，折扇遮臉露出一雙桃花眼，玩味道：「那我豈不是得見見這第一美人是什麼模樣。」
幾個月後，有下人哆嗦著對風霽白說：坊間裡……說您有龍陽之好。」
「啪」風霽白踩在被她震碎的門框上，惡狠狠道：……"
辰情如故,_沉默寡言JY,愛情,完結,38,吾里文化,BG愛情,,,,,https://mojoin.com/novels/481,"活了20年從來不知道愛一個人和被愛是什麼感覺。
就因為一個局，改變了她人生的道路。
她賭她的經驗卓絕；
他賭她的年輕氣盛；
結果，她連人帶面子輸給了這個霸道的男人，毛都沒剩！
至此，他圈著她，寵著她，佔有她，時時刻刻提醒她誰是她的男人，直至她一顆芳心終許，卻發現真相原來遠比現實殘忍……
狹路漫漫，人海蒼茫"
大婚晚成：律師大人惹不得,半箋淸墨,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/435,"一個是暮城設計公司的實習設計師，一個是獨自闖蕩開辦事務所的大律師。
「好久不見」當他輕聲說出這就簡單的問候語時。
她卻啞口無言。

十一年前，他是她最信任的人。
十一年後，她卻對他百般拒絕。

「如果不愛他，就放開他！」那個小小的助理與她當面談判， 「洛傾眉，我求求你，能不能活的自私一點，多為自己考慮一下！」閨蜜罵她。 「洛傾眉，今日，你讓我失去所有，他日定當讓你身敗名裂！」競爭對手也威脅她。 無論別人如何看她，在他的心理，永遠只有一個洛傾眉：「傾眉，今後，一切有我。」 眉間一輕皺，所有消愁盡勾銷。一切皆為人間淡淡。

 她的心，只想設計一生的美好。卻總有人容不下她。她不爭，卻免不了她人的陷害。她不搶，卻有人總想搶她擁有的。 「穆青雲，我求求你，離我遠一點吧！」為了不給他添加麻煩，她吼他。 他卻擁她入懷，一紙法律文書啪的拍在桌上：「我偏不。這一輩子，就要這麼護著你！」"
喜你白晝如焚,言多bi池。,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/344,"季晨遠是我的青梅竹馬。
他比我大三歲。
得知我出軌那天，他把我按在沙發狠狠懲罰。
季晨遠說：「陸希，你跟別的男人時，也特麼這麼疼？」
然後，二十年情分，我們還是離婚了。
我提的。
……
後來，我用半條命給他換來一個兒子……
再後來，我用另外半條命給他換來一個女兒……"
賢妻天降：夫人姍姍來,君驍,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/337,"一睜開眼，藍雨晴就懵逼地發現自己趕上了穿越的潮流，然而不同的是，別人家的穿越的設定是名門閨秀，貌美如花，美男傾心，各路癡情男主男配為她爭風吃醋，大打出手。
可是為什麼設定道她這裡就變成了，侯府毒婦，殘害夫君，虐待孩兒，人人喊打。臭名遠揚！
藍雨晴很崩潰，原主這是想讓她死呢死呢還是死呢？
然而事實證明，原身既然連自己都能搞死，搞死她又有什麼奇怪的呢？
於是藍雨晴只能挑起革命的大旗，與反派小叔鬥智斗勇，為自己的苦逼夫君尋醫問藥，智鬥各路突然跳出的牛鬼蛇神，調教自己的便宜娃子，誓要將自己的……"
鹿先生眼中有星辰,辰時溪,愛情,完結,2,吾里文化,BG愛情,,,,,https://mojoin.com/novels/216,"世人都說，冷酷無情的鹿南琛只對蘇淺淺一個人溫柔備至，有求必應。
曾經，蘇淺淺也這樣覺得。
她最美好的年華里，刻滿了「鹿南琛」三個字。
但是，當她差點葬身火海之時，他卻挽著另一個女人的手在媒體面前宣布訂婚。
原來一場驚天動地的寵愛，只不過是他設好的圈套。
時隔二年，命運安排的重逢，猝不及防。
蘇淺淺：我來就是報復你。

鹿南琛看著面前淺笑的女孩，他知道，一場痛苦的折磨來了"
世間終你最好,沈青荷,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/160,"許慕秋的人生，以八歲為界。
八歲之前，她是許家刁蠻任性的大小姐許彎彎。
八歲之後，她是梁西澤手上最有用的棋子，是名動榮城的名媛許慕秋。
一場大火，她失去雙親，他失去雙腿。
八歲到二十歲，她的世界，住滿了一個叫梁西澤的人。"
一品皇妃：王爺寵不休,忘川公子,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/153,"初次見面，他被人追殺，她捨命相救。
他說，救命之恩沒齒難忘，待大仇得報之日便以萬里河山為聘，護她一世周全。
只是到那時，他是高高在上的冷皇莫玄燁，而她卻是戰敗國的和親公主，跟他有著血海深仇。
「虞凝衣，你最好活著，否則你欠我的債誰來還？」 面對他的百般折磨，她曾多次想將真相說出，只是她虞凝衣賭不起！ 那年冬天，她終於瘋了。
他站在冷宮外深情告白：「虞凝衣，朕後悔了！這江山社稷朕不要了，朕這就帶你離開，從此千山萬水我陪你！」"
禁慾系男神,七懶,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/133,"徐可恩覺得自己這輩子做的最對的事就是將顧盛白征服。
死皮賴臉強吻加幻想YY他。
……

片段一：「同學，打球呢，這天氣悶熱的了，需不需我幫你買買飲料之類的，或者是遞一下毛巾。」當徐可恩頭腦發熱跟顧盛白搭話時，卻換來禮貌疏離的「不用」二字。而她沒出息的捂臉跑了。
片段二：「我叫徐可恩，跟你同屆的，還有，我……我喜歡你。」第二次見面，徐可恩下意識就跟顧盛白表白了，可沒等顧盛白有所反應，她又捂著臉跑了。
片段三：「我能追你嗎？」第三次見面，徐可恩臉皮厚厚的追問，得到……"
花開是美，花落是醉,子安,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/130,"夏涼從沒想過，自己有一天會喜歡他，更沒想過他會離開自己。
她想，她是恨他的。
她也知道，很多事情或許是迫不得已，或許是一場陰謀，或許他們正被掌控在別人手裡。
可是，傷害了就是傷害了，忘不了就是忘不了，她的心沒那麼寬，有些事，她就是能記一輩子。
她應該是自由的，夏涼沒想到自己剛從牢獄中出來，又跳進了一個陷阱。
囚禁的遊戲，她一點也不想玩。
純潔的天使又怎樣？她要這翅膀有何用？就把潔白的羽翼染黑，一起墮落到地獄去吧。
如果離開與在一起都不能善終，那就毀滅吧。"
感謝你，溫暖我的小時光,山風旅人,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/127,"十二歲，她車禍，他主刀，她被從死亡線上拉回，他創造又一個手術史上的奇蹟。
他將她從黑暗中解救，從此，他多了個小拖油瓶，她的夢裡卻生出了花。
十八歲，她獻身被拒。
感情的世界裡，不知如何就變了質；也不知從何時開始誰就動了心。
直到她一路險象環生，他一生隱忍守護。"
嫡妻有謀,安涼,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/113,"她生而尊貴，桀驁不馴，然而她卻命運多舛，自己幾欲斷命，父親被砍頭，母親生死未卜……
拖著千瘡百孔的軀體，王者歸來！
王爺凶狠，賞你一劑千羽鴆毒。
皇上狡詐，設計剝去他偽善皮！
夫君藏匿，看我如何一層層解開你的外衣。
他一臉邪魅，俯身而下……"
我的徒弟是妖神,文越,愛情,完結,0,吾里文化,BG愛情,古代,,,,https://mojoin.com/novels/499,"第一次見她，她正被同族追殺，血污的身子匍匐在她的腳邊求他救她。
第一次讓他驚訝的是，年少的她用稚嫩的肩膀背著他走了十幾里，不曾喊過一次苦。
他做夢也沒想到，有一天她會當著所有人的面，大聲宣告，她喜歡他，即使那樣會被趕出山門。
他是對不起她的，趕她出山門，不成想激發了她體內壓抑已久的妖力，體內的神力成為人人搶奪的目標，陰謀，虛假，兇殘，逃跑的路不曾停歇，他能否找回她心愛的徒弟？終止這無休止的殺戮？"
愛時心動如初,方聽白,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/458,"嫁給他，是投入身心的一次豪賭。
大雨那夜遇上他，是她的意料之外。
醉酒後的他緊摟著她，卻是叫著別的女人名字，對她說：「我們結婚……好不好？」

……

都說酈城厲二少風流成性，涉「獵」極廣，偏偏在娶了童苡之後，逐漸斂了脾性。
有人羨慕說，她雖眾叛親離，卻換來了他無盡的寵愛。
只有她清楚，枕邊人的那顆心，從來都不屬於她。"
狐仙夭夭,木子白衣,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/446,"若是這一世我們注定相見，為仙為魔，成仙入魔，我都會為你刀山火海，披荊斬棘，只為那上一世的一時貪念贖罪。
若是愛一個人有罪，那我願意罪孽深重。

即使與天鬥與地鬥，也要再次擁你入懷，一起看千葉桃花勝百花，孤榮春軟駐年華
桃之夭夭，灼灼其華。

不等萬世芳華，只為那眉間的一眼萬年。"
毒女來襲，鬼王請淡定,文越,愛情,完結,0,吾里文化,BG愛情,古代,,,,https://mojoin.com/novels/419,"誤打誤撞的撿到一顆看似普通無奇的珠子徹底改變了趙水心的命運，被一隻鬼惡整，陪他出生入死，尋找殺死他家族的仇人！
一路被人追殺陷害，險些丟了趙水心的小命！
憑什麼！這和她有何關係！拍拍屁股走就好啦！
最後的最後才發現，原來朝夕相處，她已經放不下這隻鬼了！
那陪他一生一世也不錯！
誰讓他長的那麼好看呢"
掠情奪愛，總裁蓄謀已久,公子漫漫,愛情,完結,0,吾里文化,BG愛情,現代,,,,https://mojoin.com/novels/331,"放肆版——
慕淺剛回國就遭變—態綁架，抱著清清白白睡一晚後，又原封不動送回她家。
慕淺第一次掙扎第二次掙扎，第三次已經放棄治療了。
她說：「可能是因為我美。」
作為經紀人的宋舒附和著點頭。"
步步撩人：皇后不好當,文越,愛情,完結,0,吾里文化,BG愛情,古代,,,,https://mojoin.com/novels/203,"因為一張醜臉，她成親當場被秦王打入冷宮，成為眾人眼中的一場笑柄；受盡磨難她遇到改變她悲慘命運的貼心暖男，兩人互生愛慕之時卻被秦王橫刀奪愛成為彼此的過客；
前有強敵虎視眈眈，後有情敵磨刀霍霍，相愛相殺，彼此戒備，彼此試探，兩顆堅硬的心，最終打破戒備，成為彼此的牽絆，她同真情與聰慧贏得了秦王的尊重與愛護，打開了自己的一片新天地。
披荊斬棘，她踏血歸來，用一生智慧，成為烽火大陸充滿傳奇色彩的鐵血皇后。"
崇樓如故,vivi薇安,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/735,"眾人皆知，江北名尉沈崇樓寵愛沈如故到了令人髮指的地步。
他縱容她的驕傲，不許任何人踐踏她的自尊，單槍匹馬深入險境，只為護她周全。

可他也親手給她「你這麼希望我嫁給他？」
再見，她跪在他面前，苦苦哀求：「只要你救他，我什麼都願意給。」
他冷笑著捏住她的下巴：「沈如故，你好樣的，為了他，你竟連自尊都可踐踏在腳下。既然如此，送上門的不要白不要。」

眾人皆道：紅塵素錦，崇樓如故。
家國天下，本是他的抱負。"
戀戀不忘，戎少忙追妻,于紫陽,愛情,完結,7,吾里文化,BG愛情,,,,,https://mojoin.com/novels/714,"16歲那年，我與他相遇，從此暗戀成癮。
22歲時，一紙合約，我是他三個月的情人。
三個月後
他：我要續約。
我：不續。"
似是故人來,vivi薇安,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/701,"她親手毀了自己的清白，只為成為謝靈均的妾，他卻讓她成為妻。
明知道她壞到骨子裡，謝靈均仍舊給盡了她寵愛。
當詭計層層解開，他將她壓下怒不可支：「台上唱戲，台下演戲，是不是忘了做妻子的本分？」
前有狼後有虎，她在愛情裡泥足深陷。
蕭銘庭卻當著謝靈均的面，掐住了她的脖子：「我養你到十八歲，不是為了讓你把心交給一個病秧子。」
後來，他們教會了她……
什麼叫做，情深不壽，慧極必傷。"
餘生與你糾纏,七懶,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/696,"十八年的獨愛與偏執，換來的只不過是他的一句，「我只把你當妹妹！」
她的一步步靠近，得到的是他的一步步後退。
她踩著步伐緊緊跟隨，卻忘了給自己留下餘地。
當她遍體鱗傷想轉身逃離時，姜暮勳卻攥緊她的手腕，薄涼的唇吐出含狠厲的話，「顧盼西，我給過你機會逃跑，是你選擇接近，現如今你休想逃，我絕對不會允許！」
她恨他，恨他的滿腹心事，恨他對她的顧忌，卻不在她最勇敢的年華，選擇她。"
他來時溫如故,七懶,愛情,完結,3,吾里文化,BG愛情,,,,,https://mojoin.com/novels/685,"童故晚出獄沒多久，為了還清債務，就準備把自己嫁了。
相親第一天，才發現相親對像是一個坐著輪椅的男人？！
………
「溫先生，我想，大家還是不要浪費時間了，畢竟我沒必要耽誤你。」

她言下之意是這場相親沒必要再繼續下去了，畢竟她一開始想要相親的動機就不純，他卻好像扭曲了她的意思。
「童小姐是嫌溫某雙腳殘疾？」

童故晚深吸的一口氣被他問的一噎，微瞪圓的杏眼有些僵。
「……我不是那個意思。」
「溫某雖然雙腳不便，但能護童小姐下半輩子無憂。」"
早見晚愛,一代萌神,愛情,完結,0,吾里文化,BG愛情,現代,,,,https://mojoin.com/novels/683,"【那天，晏夙錦以丈夫的名義，親手將她的毀在了手術台上】

當她滿心歡喜嫁的男人，毀了她的家族企業，逼死了她的父母，斷了她的右腿，她才終於明白：
自己傾了一顆心愛的男人當真如罌粟，越是好看，越是狠毒！
妹妹挑起她的下巴，笑得美艷：「姐姐，我懷了姐夫的孩子，三個月了呢！」
三個月前，是他送給她盛世婚禮的日子。"
