書名,作者,分類,狀態,按讚數,出版社,tag,,,,,連結,簡介
反方向攻略史上最大的地下城(03)魔族村落的復仇血戰,佐渡遼歌,奇幻科幻,完結,1370,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2853,"轉生進入異世界這麼長一段時間，
終於來到必經場所的冒險者公會了！

接下來就是註冊成為冒險者，
接受任務賺取賞金和經驗值，
努力提升等級累積攻略奧爾菲雅絲大迷宮其他區域的資本。

儘管如此，世事總無法盡如人意，
首次承接的第一個任務就引導向了最不想遇見的人們？"
妖怪料亭01,微混吃等死,奇幻科幻,完結,196,三日月書版,妖怪,推理,青春,迷茫,,https://mojoin.com/novels/3744,"記憶消逝在錯落的光影之間，我們卻依然故我地追尋著寂寞的意義──

「我接觸過很多妖怪和神祇，但我不知道他們為什麼存在，又為什麼消逝。」

高三畢業的暑假，無所事事的林隱逸回到了寂寞隱世的玉溪小鎮，邂逅了那個穿梭街巷之間、神祕清冷的少女──姚令瑄。她的出現，讓林隱逸平靜無波的日常逐漸漾起漣漪。

一人一鳥的午後絮語，靜謐夏日的點滴故事，座落小鎮一隅的食堂，讓人與妖的界線不再如此分明；光怪陸離的世界如畫卷般鋪展，越來越多的細碎往事一一浮現，而在她身上，似乎隱隱傳來讓他難以言明的熟悉悸動……"
反方向攻略史上最大的地下城(02)成為召喚勇者的人們,佐渡遼歌,奇幻科幻,完結,1814,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2850,"夥伴增加了一位龍種公主，話雖如此，艾維斯攻略地下城的進度卻沒有因此變得順遂，反而為了討阿芙拉的歡心，不得不更加地勞心勞力。

當兩人終於抵達上層區域的時候，阿芙拉的任性妄為卻變得更加劇烈，吵鬧過招不成，竟然在路上撿了一隻魔族，打算養起來栽培成將來的過招對手……所以說，真的要養嗎？"
末日與我無關,黑霧,奇幻科幻,完結,63,原創星球,虐心,異能,解謎,奇幻,末日,https://mojoin.com/novels/591,"地球突然遭受「同化體」襲擊，唯有伴隨而誕生的超能力者才能夠對付，即使如此，長年的戰爭下來人類仍是節節敗退。
讓世界得以殘喘的，是僅僅一名世界最強的超能力者，讓人類數度挺過難關的英雄，如今卻拒絕繼續出手？
少女與少年，在末日中必然的邂逅，等待他們的未來是……"
守衛龍騎(01)王龍的甦醒,鬱兔,奇幻科幻,完結,155,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2435,"在菲索尼洛大陸，凡是到達自立年齡的人都必須自食其力。
初出茅廬的修．雷里洛一出城就碰上龍族，卻對出手相救的藍髮「少女」一見鍾情，因此決定加入他們的公會，但加入的瞬間，發現自己根本誤入賊船。
公會據點竟然只是個疑似危樓的教堂，公會成員人數更是在最底線……
更慘的是，阿修所心儀的「少女」索伊，其實是個「他」！而且當初騙他簽下合約的蕾芙亞是個與天使外表不符的腹黑，再加上個動物系少女莉莉，三句不離吃之外又愛消遣他。
在全世界都在狩獵龍族的今日，他們公會卻標新立異地想要保護龍族？身為「最強龍騎士」之子的阿修，常常提心吊膽，就怕以獵龍為豪的父親知道之後，會把他給砍了！
這次聽說了有傳說中已滅絕的王龍出沒，普雷特公會一行人前往尋找牠的蹤跡，卻意外碰上了同樣在尋找牠的獵龍團，更慘的是，阿修的妹妹花婗也在隊伍裡面。
為了避開他們，普雷特公會成員們選擇繞遠路，卻在荒煙蔓草中誤打誤撞地找到了被時間所遺忘的「龍隱國」遺跡。
在阿修探索遺跡的同時，父親傳給他的劍居然像是受到吸引似地發出了奇異的光芒。他跟著劍的指示走，卻沒想到這把劍，竟是解開滅絕千年的龍隱國公主「席娜．羅卓尼」的時間封印鑰匙──
跟隨著脫線、被定位為誘餌的倒楣龍騎士，與各種雷(？)的夥伴們出發，在這塊與龍族密不可分的神祕大陸，來場驚心動魄的冒險吧！"
狂襲之屍,紫電昭陽,奇幻科幻,完結,0,原創星球,戰鬥,青春,校園,冒險,架空,https://mojoin.com/novels/710,"男主角龍神奏汰，是個會為了下課要跟朋友去哪裡吃晚餐而煩惱，再平凡不過的高二生。
雖然成績並沒有非常理想，不過擁有愛他的父母；可愛的妹妹以及關心他的老師已是一件非常幸福的事情。
然而他平靜的生活在一種名為『喪屍』的怪物出現後一夕變色，『如果我們本身身處地獄，那我們又該何去何從』，面對338倍於人類的怪物—喪屍，一場對抗絕望的戰爭就此拉開序幕。"
黃泉之狩(01)守護,貓邏,奇幻科幻,完結,11,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3322,"有些人不相信鬼神，認為那是看不見、摸不著的虛構物，但，如果能看見呢？
有些人不相信外星人，但，如果有一天，外星訪客真的出現在你面前呢？
套句MIB中的台詞：「人們之所以能快樂的過生活，就是因為他們什麼都不知道！」

個性嗆辣、風格很「豪邁」的少女，除了要為了生活打拼，有時候還要被迫管「閒事」，降妖伏魔、幫助往生者超生，路見不平、扛水泥造橋鋪路……生活過的多彩多姿。
人客啊，不要不相信你的眼睛，就是有這麼誇張！小說咩～～
某日，她的青梅竹馬──一「隻」開朗、天真、有時候很欠揍的鬼少年，不小心闖了禍，為了救他，她甚至勇闖死神殿！
究竟！結果會如何？！
翻開書頁看了就知道！"
反方向攻略史上最大的地下城(04)命運交錯的第五區域,佐渡遼歌,奇幻科幻,完結,1232,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2854,"再次確認過佩兒與諾亞的決心，
艾維斯等人依照阿芙拉的提議，
前往攻略奧爾菲雅絲大迷宮的第五區域。

根據阿芙拉的情報，鎮守者的『大賢者』精靈族公主薇薇安
可是性格惡劣、陰險至極、胡作非為、為達目的不擇手段的笨蛋，

面對這位鎮守者所負責的區域，眾人能否成功地攻略呢？"
在崩壞學園中狩獵少女心,亞蘇,奇幻科幻,完結,79,作者授權,奇幻,校園,青春,,,https://mojoin.com/novels/436,"【當一個只會畫畫的廢柴少年踏進超殘酷的獵場裡頭會發生些什麼事？】

因為那個該死的抽選機制，路仁豪與青梅竹馬進入伊里亞高中就讀
對於狩獵一竅不通的他只能依靠同伴在獵場勉強苟活
但在那次特別艱難的訓練中，遇到了難以解釋的突發事件，學校被怪物所毀壞

伊里亞高中的學生們被迫流離失所，在最艱困的情況下求生、尋找出路。
他們將重返崩壞的校園，努力找到生存與救贖之路
然而等在他們眼前的，除了當初破壞學校的怪物之外——
還潛藏著意想不到的冷酷殺機。"
末世風華(02)我是國英團成員！,貓邏,奇幻科幻,完結,99,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2939,"加入國英團啦！以後我也能成為曾經崇拜過的英雄嗎？
徐婕有些惶恐，可是又有些興奮。
加入國英七隊以後，她發現，這個七隊已經不能說是金手指啦！要叫金大腿！
一堆特殊異能者都在隊伍裡面，隊長的挑人眼力真是強大！
不過話又說回來，同樣被尉遲隊長挑中的她，其實也是很優秀的嘛！（自豪）

工欲善其事，必先利其器！
所以我們要先搜集蟲殼，製造蟲甲和異能武器！
蟲子們！把你們的殼洗乾淨！我們來啦！"
反方向攻略史上最大的地下城(05)昔日雙親的冒險夥伴,佐渡遼歌,奇幻科幻,完結,856,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2909,"雖然打從轉生到這個世界的前幾天就得知了那些人的名字，
然而除此之外的情報幾乎為零。

畢竟是和雙親共同冒險的夥伴，
甚至願意一起挑戰奧爾菲雅絲大迷宮，
大概都是些好人吧？

這麼想的艾維斯終於在機緣巧合的情況下遇見了他們，
然而二話不說就動用見血封喉的絕招殺過來究竟是怎麼回事？
其中肯定有所誤會吧！"
女巫養成記02 孵化,東邦,奇幻科幻,完結,80,飛燕文創,奇幻,科幻,異能,冒險,,https://mojoin.com/novels/3698,"盧筱希知道她很衰，好好一場校內競賽竟被一個她不知怎麼招惹來的變態女人破壞，幸好，她還有額外的競賽獎勵──只是就算拿到曾成功孵化出小女巫的主人的心得筆記影本，她孵化過程依然是失敗、失敗、失敗……
好不容易因為一顆「石頭」，她成功孵化出女巫蛋，結果，她孵出的竟是一隻擁有女王性格的小女巫，還專門指定麻煩一堆的女巫騎士人選，想跟小女巫商量，她從小女巫那得到的卻只有一句：「我說的話不打折扣。」
媽的咧，到底她是主人，還是小女巫是主人啊？"
曦光試煉,時零,奇幻科幻,完結,0,原創星球,冒險,戰鬥,,,,https://mojoin.com/novels/1075,"二十年前的「時空大震盪」，改變了世界的運行法則。
異象過後，能夠穿越時空的超能力者出現，被人們稱為時空行者，這些人有著各異的頭髮與眼瞳，能夠在異世界和現實之中來去自如，並具有不為人知的超能力，是時空大震盪附帶的產物。
沒有人能確定時空行者如何生成，他們如未知數般覺醒，任何人都有可能成為，也都有可能一輩子無法獲得他們的能力。
劉亞傑活了十六年，在短暫的人生中，他從未了解過時空行者，他不認為自己會覺醒，或是和時空行者扯上關係。
直到他發現擁有藍色太陽的世界為止。"
末世風華(04)蟲皇大軍來襲！,貓邏,奇幻科幻,完結,94,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2949,"原以為已經死亡的蟲皇再度出現了！
這一次，牠竟是藏匿在暗處，指揮著蟲怪攻擊人類聚地，完全不露面。
尉遲鷹和徐婕奉命調查，跟蟲皇展開一場大戰，可惜沒能殺死蟲皇，被牠逃了！
兩人還因此身受重傷，性命危在旦夕！

潛伏一段時間後，蟲皇率領著大軍再度來襲！
這一次，蟲皇從北方基地開始橫掃，人類似乎又要重蹈覆轍……"
魔族少女的藥引(01)尋找藥引之旅,花鈴,奇幻科幻,完結,50,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2454,"「別用可憐的眼神看著我，憐憫我並不需要……保護我，就要拿得出對應的愛，否則不要輕易談保護、談愛。」

十八年以來，她佟真只能待在伊珞華聖殿，那是她的家、她安身立足的地方，只有待在那裡才感覺到自己是存在的。
可是魔祿司侵蝕她的視力，讓她不得不循著列兮的線索尋找魔神的後代、找到藥引「魔神之血」。
就在踏上尋找之旅不久後救下一名男扮女裝的神秘男子，可他一句「親愛的」宣告她被他訂下，就算她警告他不准纏著她，他仍舊陪伴她、保護她前往魔神後代的居住地。
一句：「佟兒，我會保護妳。」逐漸攻佔她的心。
可是他忘了嗎？她不能因為感情變得脆弱，否則就會被魔祿司吞噬，成為死亡的養分……

「雖然我喜歡看妳吃醋，不過很可惜，我的妻子遠在天邊近在眼前。」
遠在天邊近在眼前──不就是我嗎？思緒在腦袋裡轉了一圈，佟真心跳突地加快。"
天龍的呢喃,黑糖君,奇幻科幻,完結,0,原創星球,熱血,戰鬥,校園,架空,,https://mojoin.com/novels/281,"《校園異能熱血打鬥＋架空世界龍人種族＋傳說武器巨大文具》

天龍與地龍的混血，亞瑟. 康斯坦丁，持有傳說文具，因為親人的死而踏上復仇之路，前往天龍族鬥士培育學校就讀。
學生會的高層似乎清楚多年前的真相。
亞瑟需要打贏副會長才能問出真相。副會長要亞瑟先打幹部才有提問資格。
不料，在亞瑟好不容易打贏各個學生會幹部之後，才發現一個驚人事實。
特別撰寫此書，以紀錄他的事蹟——我那不同種族、可同樣是驕傲的龍人，同母異父、但沒有任何血緣關係，做人無比失敗卻令人尊敬的兄長。"
末世風華(05)開啟大航海時代(END),貓邏,奇幻科幻,完結,115,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2976,"跟著蟲皇的一戰，竟然讓尉遲鷹和徐婕穿越到未來。
距離那場戰役已經過去了三十幾年，世界漸漸步入和平，
國英總局擴大了，任務也沒有以前的繁重，
讓尉遲鷹和徐婕提早步入「退休生活」。

兩人從大英雄轉職成為野外生存真人秀主持人，開啟了新事業。
本以為是簡單的教導生存技能和知識，
卻沒想到一次的航海之旅讓局勢又有了新變化。
人類開啟了大航海時代！"
少年土地公 紀事本末(01)被自稱城隍的傢伙纏上了,楊寒,奇幻科幻,完結,78,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3305,"放學路上遇到的紅衣小女孩……居然是城隍大人？
城隍大人諭令我就任土地公，還附贈一位金髮帥哥當「輔佐」。
為了戰妖魔、護鄉里百姓，我毅然決定成為土地公！
但千年巨蛇盤據鄉里，我們真的能夠全身而退嗎……

城隍大人說了：「死掉的話，剛好就可以名正言順當土地公了!!!」"
